epoch,train_loss,val_loss,val_roc_auc_score
1,0.5599292193606875,0.4994025230407715,0.84384719082041
2,0.48696040556038894,0.38005927205085754,0.85523676081903
3,0.4622692918940766,0.430683970451355,0.8544831173242472
4,0.4459860056288788,0.4380391240119934,0.8599443789871455
5,0.431556446707412,0.46645388007164,0.8593818000403358
6,0.41918584654825775,0.4952496290206909,0.8624600622021251
7,0.40263200713113795,0.5310050249099731,0.858431784649025
8,0.3902821429292517,0.4474903643131256,0.8611650691547518
9,0.3777572540037786,0.3922279179096222,0.8638452801749302
10,0.35436350451290255,0.40656834840774536,0.8588563725334097
11,0.34144380041297867,0.4108380377292633,0.8581929539640587
12,0.3244153387159284,0.4020840525627136,0.8551624579392626
13,0.2981470278418694,0.38085952401161194,0.8489687821758006
14,0.2833915784109362,0.40276986360549927,0.8516118417560954
15,0.25834781706420645,0.42397743463516235,0.842737954972455
16,0.2360176700741461,0.42327871918678284,0.8550987697566049
17,0.22261434424588358,0.44335225224494934,0.8454447027354075
18,0.20018208795272674,0.44845032691955566,0.8406733963846341
19,0.17800128432592183,0.5074557065963745,0.8358224798055388
