epoch,train_loss,val_loss,val_roc_auc_score
1,0.6350006992910423,0.5568873882293701,0.7712656083182472
2,0.5608996187939363,0.49404430389404297,0.7836942394281206
3,0.5305972945456411,0.4959297776222229,0.8011360998932368
4,0.516409224505518,0.4786991775035858,0.8140405236039548
5,0.5041597178169325,0.4903458058834076,0.819633987838277
6,0.4996638438280891,0.4692908525466919,0.8248386947036159
7,0.48773651625595843,0.47259053587913513,0.8284477556514878
8,0.48467558984662973,0.49842703342437744,0.8317666991598198
9,0.474760135716083,0.5072869062423706,0.8326254467808568
10,0.4719848861881331,0.44403815269470215,0.8346910829503782
11,0.46207511939254464,0.4273037314414978,0.8380564452490368
12,0.45564710416045845,0.45966655015945435,0.8305366012161723
13,0.4526357012636521,0.4555235505104065,0.8378881771341037
14,0.4534603745913973,0.4304872155189514,0.8380216311562919
15,0.4482271317173453,0.4593595862388611,0.8381840969224343
16,0.4418359568306044,0.473388671875,0.837191895279209
17,0.43239529173748165,0.49275997281074524,0.8340470222346006
18,0.43577782277967414,0.4427119791507721,0.840957619644432
19,0.4331208653894125,0.4277384877204895,0.8435976883442416
20,0.4273818236355688,0.4642019271850586,0.8375864549969828
21,0.423820661037576,0.443869024515152,0.843342384997447
22,0.42564794356916463,0.4397590160369873,0.8423733927493848
23,0.4183331560270459,0.4546177387237549,0.8390950656825883
24,0.4118402408618553,0.437017023563385,0.8380622475978275
25,0.41538247857608046,0.4229426681995392,0.8414218075476952
26,0.41193442549191267,0.40772396326065063,0.840127883767349
27,0.4101918146306393,0.4485326409339905,0.8398261616302278
28,0.40354677725072,0.46428894996643066,0.8372847328598617
29,0.40387955518329843,0.46311649680137634,0.8376038620433552
