epoch,train_loss,val_loss,val_roc_auc_score
1,0.8030744526121352,0.8088914155960083,0.6906334016625635
2,0.5783531594844091,0.7194768190383911,0.8141719630404104
3,0.5349782960755485,0.5302478075027466,0.8364836885423211
4,0.5024038799225338,0.4646007716655731,0.8383945034456473
5,0.48993044003607733,0.6332809329032898,0.846439497728654
6,0.48276505820334903,0.6498388648033142,0.8403671236827739
7,0.49421410428153145,0.5737456679344177,0.8473099228463415
8,0.4706711967786153,0.5009029507637024,0.8510130924298767
9,0.45410531475430443,0.5499014854431152,0.8528518011104359
10,0.46760973665449357,0.3923734724521637,0.8506216586491414
11,0.44813279358167496,0.5648005604743958,0.8499830035332049
12,0.4542585284936996,0.6067541837692261,0.8544123857888937
13,0.4554202760022784,0.4201871454715729,0.8576159622575428
14,0.4517679578728146,0.45745858550071716,0.8489941181924
15,0.45425764719645184,0.6195091009140015,0.8578992367041276
16,0.4430205169178191,0.43113934993743896,0.8563747051370532
17,0.44148802094989353,0.4125513434410095,0.8557412004656002
18,0.44491183994308353,0.44065529108047485,0.8589293256007993
19,0.42755276059347486,0.5705884695053101,0.8625603889615674
20,0.432074695352524,0.41670551896095276,0.8636625840810062
21,0.42886292981723,0.5288047790527344,0.8569824575860896
22,0.4247888828080798,0.4653167128562927,0.8608710431710257
23,0.44285825699094744,0.40702328085899353,0.859155945158067
24,0.4256048940476917,0.6130539774894714,0.8507658710946755
25,0.4286141092815096,0.482112318277359,0.8490816757486171
26,0.4270386260653299,0.6825968027114868,0.8573532895888915
27,0.43055253558688694,0.4733709692955017,0.8608710431710257
28,0.41310989525583053,0.4871746301651001,0.8480103832960785
29,0.40760729568345205,0.5274667739868164,0.8498490919766377
30,0.40757715985888526,0.6576003432273865,0.8478455690726109
