epoch,train_loss,val_loss,val_roc_auc_score
1,0.636652554360386,0.5249108672142029,0.791749459503368
2,0.5728714863459269,0.5383508205413818,0.8245791624489184
3,0.5378571463270663,0.4610317647457123,0.8355328109573977
4,0.5227802095513691,0.47535136342048645,0.8383383946312751
5,0.5090301614040615,0.46999433636665344,0.8449118334395581
6,0.4977494932397115,0.4833337366580963,0.8494982441670104
7,0.4979023612550392,0.4343644380569458,0.8488796410852423
8,0.4839433367681686,0.42448562383651733,0.8534473062647623
9,0.47787437082707196,0.465450644493103,0.8546157787525464
10,0.4715644330699782,0.46927616000175476,0.8583961309189067
11,0.46825981733899463,0.4156559407711029,0.8584336220147715
12,0.4662441400047463,0.39834922552108765,0.861020507629438
13,0.4631639287389558,0.4220147728919983,0.8640197952986166
14,0.45929958651349007,0.4225720465183258,0.8629887901623364
15,0.45143611375171105,0.4504239857196808,0.8657756282882816
16,0.45204961368407326,0.4200175404548645,0.8655444331971157
17,0.44985299905712123,0.4201821982860565,0.8662442669865908
18,0.44253311708740806,0.3953666687011719,0.8630325297741785
19,0.4371162026092924,0.40815821290016174,0.8615078918756796
20,0.4405797517847741,0.37543126940727234,0.8647196290880915
21,0.4365269887150476,0.4161270558834076,0.863957310138842
22,0.4310585133074801,0.40328848361968994,0.8613704245241754
23,0.42589168496058816,0.43533119559288025,0.8596333370824429
24,0.42347233893770825,0.3837518095970154,0.8651007885627164
25,0.41975021539291657,0.43284085392951965,0.8627450980392157
26,0.4207365758916884,0.4107760787010193,0.862820080230945
27,0.4207231399257064,0.36442968249320984,0.8624389207563203
