epoch,train_loss,val_loss,val_roc_auc_score
1,1.359317630995065,0.49364298582077026,0.8460019743336624
2,1.2638197324704379,0.4613184630870819,0.8502266237832904
3,1.2710030975285918,0.44655823707580566,0.8532889638994151
4,1.2540024511981755,0.4599139988422394,0.8554065959727839
5,1.2404315227176994,0.4254424273967743,0.8578745130507702
6,1.2398592624813318,0.4279506802558899,0.8567918139455891
7,1.2255478331353515,0.4258536100387573,0.8562451570444437
8,1.2111521633341908,0.4196530878543854,0.8592278869322463
9,1.1984068783931434,0.41980594396591187,0.8607670180131409
10,1.194784129736945,0.4088967442512512,0.8580761922958527
11,1.1932430914603174,0.42470794916152954,0.8629430309206126
12,1.1779356638435274,0.3997156023979187,0.8601672876264476
13,1.1859533975366503,0.3927578926086426,0.8603105860374274
14,1.166655672248453,0.4003271460533142,0.862268997654152
15,1.15997288771905,0.41866639256477356,0.8631500175142502
16,1.1547309719026089,0.4219936430454254,0.8614463586281565
17,1.141700193285942,0.41098377108573914,0.8579355475591505
18,1.1420361681375653,0.43706414103507996,0.8613189822628411
19,1.1566859977319837,0.3961411714553833,0.858070884947298
20,1.1242373425047845,0.41088584065437317,0.8634206922905454
21,1.1062535035889596,0.37831345200538635,0.8616002717362461
22,1.1288883853703737,0.42316296696662903,0.8603265080830921
23,1.1186144163366407,0.3826495409011841,0.8573968516808373
24,1.1002829365897924,0.3864395320415497,0.8549767007398446
25,1.0943297545891255,0.4531286656856537,0.8485866530798544
26,1.105159368366003,0.4407389461994171,0.8509696525809635
27,1.0942075804341584,0.41080594062805176,0.8507785880329904
28,1.0944997360929847,0.39699363708496094,0.8533367300364084
29,1.0794876581057906,0.39531904458999634,0.85232302646244
30,1.0702308206818998,0.39332136511802673,0.8468405354053222
